CNES,NOMEFANT
2807092,HOSPITAL SANTA MARCELINA DE RONDONIA
2808501,UNIDADE MISTA ALVORADA DO OESTE
2808528,UNIDADE MISTA CABIXI
2808544,HOSPITAL MUNICIPAL DR PEDRO GRANGEIRO XAVIER
2808552,UNIDADE MISTA CORUMBIARA
2808560,UNIDADE MISTA COSTA MARQUES
2808579,HOSPITAL DE PEQUENO PORTE DE CUJUBIM
2808587,HOSPITAL MUNICIPAL ANGELINA GEORGETTI
2808595,UNIDADE MISTA GOV JORGE TEIXEIRA
2808609,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2808617,HOSPITAL MUNICIPAL DR ONASSIS FERREIRA DOS SANTOS
2808625,UNIDADE MISTA DE SAUDE SAMUEL MARQUES DOS SANTOS
2808633,HOSPITAL MUNICIPAL ANCELMO BIANCHINI
2808641,HOSPITAL MUNICIPAL EXPEDITO GONCALVES FERREIRA
2808668,HOSPITAL MUNICIPAL MASSAO OKAMOTO
2808676,HOSPITAL DE PEQUENO PORTE OSVALDO CRUZ
2808889,HOSPITAL SAO RAFAEL
2809532,HOSPITAL GERAL UNIMED HGU
2809990,HOSPITAL DR CAMPAGNOLO
2810018,HOSPITAL BOM PASTOR
2810026,INSTITUTO DOUTOR RODOLFO VILELA
2810034,HOSPITAL MUNICIPAL E MATERNIDADE MENINO JESUS
2810050,HOSPITAL E MATERNIDADE QUATRO PONTES LTDA
2810069,HOSPITAL E MATERNIDADE SANTA CRUZ
2810077,ASSOCIACAO FILADELFIA AFRIS
2810085,HOSPITAL MARIPA
2810093,HOSPITAL MENINO DEUS
2810107,HOSPITAL MUNICIPAL PADRE PALMIRO FINATO
2810115,HOSPITAL E MATERNIDADE MAEDA
2810123,HOSPITAL BENEFICENTE ASSISTEGUAIRA
2810158,HOSPITAL SAO PAULO
2810166,HOSPITAL SAO PEDRO
2811278,UNIDADE HOSPITALAR EXPEDITO LOPES GALVAO
2811626,HOSPITAL METROPOLITANO CAMPINAS
2812703,FUNDACAO FACULDADE DE MEDICINAHCFMUSP INST DE PSIQUIATRIA SP
2814048,HOSPITAL E MATERNIDADE PONTE NOVA
2814056,HOSPITAL MARIANA PENEDO
2814218,HOSPITAL DO CANCER DE RIO VERDE
2814277,HOSPITAL REGIONAL DE BARRA DO CORDA DR JOSE DE ABREU SILVA
2814897,HOSPITAL REGIONAL DO GUARA I
2815214,IMESA
2815761,HOSPITAL MUNICIPAL SAO JOAO BATISTA
2815834,MATERNIDADE DE RIACHUELO
2815915,HOSPITAL E MATERNIDADE DR CARLOS FIRPO
2815931,HOSPITAL ANGELINE
2815966,HOSPITAL SANTA LUCIA
2816210,HOSPITAL GOVERNADOR JOAO ALVES FILHO
2816830,HOSPITAL MUNICIPAL MARIA AMELIA SANTOS
2816881,HOSPITAL MUNICIPAL DE GUANAMBI
2817667,HOSPITAL CRISTO REI
2817950,
2819120,HOSPITAL E MATERNIDADE SANTA MARIA
2819139,FUNDACAO HOSPITALAR DE IPIAU
2819147,HOSPITAL MUNICIPAL DE CANDIBA
2819864,HOSPITAL CENTRAL DE PIRABAS
2825376,ASSOCIACAO SANTO ANTONIO DOS POBRES DE ITAPERUNA
2825589,METROPOLITANA DE SARANDI
2844273,FHSFA
2855917,AMB MED ESPEC DOM ANTONIO AFFONSO DE MIRANDA AME TAUBATE
2862301,HOSPITAL REGIONAL JADIEL ALMEIDA MASCARENHAS
2866161,HOSPITAL ANNA NERY
2867257,CENTRO HOSPITALAR DE GUARATINGUETA DA VINCI
2868628,HOSPITAL DA CRIANCA DE ALAGOAS
2870045,MATERNIDADE FREI JUSTO VENTURE
2876671,CENTRO DE PARTO NORMAL JABOATAO DOS GUARARAPES
2877112,HOSPITAL SAO JOSE
2882655,HOSPITAL DA ILHA
2882949,PRONTO SOCORRO INFANTIL
2888491,HOSPITAL SAO VICENTE DE PAULO
2901110,HOSPITAL RAIMUNDO JOAQUIM DE SOUSA
2906635,SES AP MATERNIDADE ZONA NORTE DRA EUCLELIA AMERICO
2940396,CENTRO DE INTERNACAO LEBLON
2943964,CENTRO DE PARTO NORMAL VILMA RAMOS GUERRA
2945622,HOSPITAL REGIONAL DA COSTA LESTE MAGID THOME
2946424,HOSPITAL DE RETAGUARDA EM NEUROLOGIA HRN
2956098,HOSPITAL CLINICO MUNICIPAL CECILIA DE LOURDES O FONSECA
2964465,HOSPITAL REGIONAL DE ACAILANDIA
2964759,HOSPITAL MATERNIDADE MUNICIPAL DE BARRA DO BUGRES RENE BAR
2975386,HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA DE CAXIAS
2991101,HOSPITAL DA CRIANCA DE PRESIDENTE MEDICI
3000850,HOSPITAL VITA CURITIBA
3000869,HOSPITAL SANTA CRUZ
3000885,HOSPITAL PILAR
3001083,HOSPITAL MUNICIPAL DE SAPUCAIA
3001113,HOSPITAL OTOCLINICA
3001466,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO
3001814,SEMEC CENTRO MEDICO HOSPITALAR AGENOR PAIVA
3002187,HOSPITAL GERAL DE GUARUS
3003469,HOSPITAL MUNICIPAL DE ELDORADO DO CARAJAS
3003590,CASA DE SAUDE E MATERNIDADE JOAO XXIII
3004104,MATERNIDADE AZILDA DA SILVA MARREIRO
3004791,SARAH BELO HORIZONTE
3005011,NOROSPAR
3005410,HOSPITAL EVANDRO RIBEIRO
3005585,HOSPITAL XV
3005593,HOSPITAL DAS NACOES
3005860,HOSPITAL MUNICIPAL NOSSA SENHORA APARECIDA
3006425,HOSPITAL INSTITUTO DE MEDICINA E CIRURGIA DO PARANA
3006522,HOSPITAL MOINHOS DE VENTO
3007472,HOSPITAL MUNICIPAL SAO JOAO BATISTA
3007847,HOSPITAL MAE DE DEUS
3007898,HOSPITAL LUIZ FRANCA
3008045,HOSPITAL DAS CLINICAS
3009939,HOSPITAL LAGO SUL
3009963,HOSPITAL NOSSA SENHORA DE NAZARE
3010902,UNIDADE MISTA HOSPITALAR DR ADELMARIO PINHEIRO
3012212,HU HOSPITAL UNIVERSITARIO
3013162,HOSPITAL MARIA AUXILIADORA
3013588,HOSPITAL MONTE SINAI
3015408,UNIDADE DE EMERGENCIA DR DANIEL HOULY
3015920,HOSPITAL CIDADE PATRIMONIO
3016986,HOSPITAL LUIZ EDUARDO MAGALHAES
3017028,HOSPITAL MUNICIPAL GILVAN WANDERLEY DE CARVALHO
3017060,HOSPITAL VIDA SAUDE FILIAL 01
3017230,HOSPITAL MUNICIPAL DE BURITI DE GOIAS
3017680,HOSPITAL DAS CLINICAS DE BRASILIA
3017826,DAY HORC
3018172,HOSPITAL MUNICIPAL MATERNO INFANTIL NOSSA SENHORA DAS MERCES
3018520,HOSPITAL SAO FRANCISCO
3018598,UNIDADE MISTA DRTHOMAZ CORREA ARAGAO
3019063,HOSPITAL ALBERT SABIN
3019608,HOSPITAL SANTA HELENA
3019616,PRONTONORTE
3020290,CLINICA DOUTOR FRANCISCO ALVES
3021114,SANTA CASA DE MISERICORDIA DE SOBRAL
3021378,HOSPITAL DO VICENTINO
3021823,HOSPITAL OTORRINOS
3023036,HOSPITAL MUNICIPAL EDESIA ROCHA NEVES
3024628,HOSPITAL MUNICIPAL DE CURIUVA
3025020,PRONTO SOCORRO DE FRATURAS
3025330,IOFAL
3028399,HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO
3028593,HOSPITAL MUNICIPAL CRISTINO ANANIAS DE CAMPOS
3028925,HOSP DE REF SAUDE DA FAMILIA DR ANTONIO DOS S MUNIZ
3028984,UNIDADE DE SAUDE E MATERNIDADE SANTINA TDE ALBUQUERQUE
3030121,HOSPITAL ANCHIETA
3030415,BENEFICENCIA PORTUGUESA DE PETROPOLIS
3030849,IOF INSTITUTO DE OFTALMOLOGIA E OTORRINOLARINGOLOGISTA DE FO
3032191,UAI MORUMBI
3034704,HOSPITAL SAO LUCAS
3036472,HOSPITAL FLAVIO SANTOS
3040119,HOSPITAL HELIO MONTEZANO DE OLIVEIRA
3040313,HOSPITAL DE CORACAO DE CARUARU
3043142,AMIP
3043185,HOSPITAL MUNICIPAL LUIS EDUARDO MAGALHAES
3048209,HOSPITAL SANTA RITA
3048675,ESMERALDAS HOSPITAL MUNICIPAL 25 DE MAIO
3049442,INSTITUTO HOSPITALAR SANTO ANTONIO
3049469,CLIOF
3050637,COE CENTRO DE OLHOS ESPECIALIZADOS
3051625,HOSPITAL CLINICA DO ESPORTE
3051676,HOSPITAL PADRE LUSO INSTITUTO DO CANCER
3051803,CCO CENTRO CEARENSE DE OFTALMOLOGIA
3053687,HOSPITAL E MATERNIDADE GASTROCLINICA
3053857,HOSPITAL BINE SOARES
3055426,HOSPITAL MONTE KLINIKUM
3055450,CBV
3056724,HOSPITAL UNIMED JOAO PESSOA
3058808,HOSPITAL REGIONAL DE BEBEDOURO HRB
3060918,CLINOS
3063216,HOSPITAL CARDIOLOGICO COSTANTINI
3068870,CLINICA SUGISAWA
3071448,HOSPITAL DE RETAGUARDA FERNAO DIAS
3073300,NOVACLINICA HOSPITAL E MATERNIDADE
3074889,HOSPITAL SANTA RITA
3075516,HOSPITAL SAO VICENTE
3083721,MATERNIDADE SANTA DULCE DOS POBRES
3084930,FUNDACAO PAULO CELANI
3092399,INSTITUTO DE OLHOS DR CARLO WILLE
3094863,UNIDADE MISTA DE SAUDE DRA ANGELICA GUIMARAES
3097676,HOSPITAL DISTRITAL DE CASA DE TABUA
3102246,CLINICA GINECAN
3105571,STS ESTETICLIN
3112691,DIAGSON
3122786,COSC CIRURGIA OCULAR SAO CRISTOVAO
3126838,HOSPITAL REGIONAL DO VALE DO PARAIBA
3126889,UNIDADE MISTA DE SAUDE DR JUCA
3134423,HOSPITAL SAO SEBASTIAO
3134563,HOSPITAL MUNICIPAL DE CAMBARA
3137449,CEMEPI
3139050,HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA
3139301,HOSPITAL SEMMELWEIS
3142663,HOSPITAL MUNICIPAL DE SAO JOSE DO RIO CLARO
3144704,CLIMEC
3148130,HOSPITAL DE OLHOS DR TANNURE LTDA
3148815,HOSPITAL DE OLHOS
3149153,HOSPITAL MUNICIPAL SCHLATER
3151794,MATERNIDADE DE REFERENCIA ANA BRAGA
3152928,HOSPITAL CANDIDO RONDON
3157245,HOSPITAL UNIV PROFESSOR POLYDORO ERNANI DE SAO THIAGO
3160408,HOSPITAL INC
3170527,UAI MARTINS DR JOAO FERNANDES DE OLIVEIRA
3175650,UROCENTER
3189546,HOSPITAL SAO CARLOS
3205282,CLINICA DE URGENCIA DE PICOS
3206440,HOSPITAL MARINA PESSOA
3208419,HOSPITAL MUNICIPAL MARIA PEREIRA DE MACEDO
3208508,CEOM
3210243,HOSPITAL REGIONAL DR JOFRE DE MATOS COHEN
3212130,HOSP MUN VER JOSE STOROPOLLI
3213943,HOSPITAL UNIMED
3220214,CLIHON HOSPITAL DE OLHOS DE FEIRA DE SANTANA
3220966,UNIDADE HOSPITALAR DE SANTO ANTONIO DO ICA
3223728,SANTA CASA DE MISERICORDIA DE SAO BERNARDO DO CAMPO
3225143,HOSPITAL DE OLHOS DE APARECIDA
3225798,HOSPITAL DO CORACAO
3226018,HOSPITAL ESTRELA DE BELEM
3226816,UNIDADE HOSPITALAR MARIA TEODORA LEAL
3232891,CENTRO AVANCADO DE RETINA E CATARATA
3242587,HOSPITAL REGIONAL UNIMED
3245500,HOSPITAL DA CHAPADA
3246558,HOSPITAL MUNICIPAL DE BONITO
3249336,HOSPITAL EDELMIRA NUNES DE OLIVEIRA
3250415,HOSPITAL E MATERNIDADE NOVO HORIZONTE
3251535,HOSPITAL MUNICIPAL SANTA ANA
3254631,FUNDACAO PENIDO BURNIER CAMPINAS
3269728,HOSPITAL MUNICIPAL DE JACIARA
3271110,HOSPITAL E MATERINIDADE SILVESTRE
3276678,INSTITUTO DE CARDIOLOGIA E TRANSPLANTES DO DISTRITO FEDERAL
3281418,HOSPITAL DA UNIVERSIDADE CATOLICA DE BRASILIA
3283437,ICCA INSTITUTO DO CORACAO DA CRIANCA E DO ADOLESCENTE
3285391,HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO PIAUI
3289826,HOSPITAL MUNICIPAL DR EDUARDO RIBEIRO BAHIANA
3294889,HOSPITAL MATERNO INFANTIL JOAO MARSICANO
3302490,HOSPITAL REGIONAL FRANCISCO GALVAO DE OLIVEIRA
3312216,HOSPITAL MUNICIPAL DE SALINAS DA MARGARIDA
3314014,HOSPITAL LIFECENTER
3314391,HOSPITAL OFTALMOLOGICO DRA CYNTHIA CHARONE HOF
3314766,HOSPITAL ELECTRO BONINI RIBEIRAO PRETO
3316300,HOSPITAL REGIONAL DO NORTE PIONEIRO
3318494,HOSPITAL NOSSA SENHORA DA CONCEICAO
3321452,HOF HOSPITAL DE OLHOS DE FLORIANOPOLIS
3323382,HOSPITAL DA VISAO DO MARANHAO
3324060,UNIDADE MISTA SILVESTRE GOMES PINTO
3340503,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS LTDA
3344169,CENTRO AVANCADO DE OFTALMOLOGIA
3344401,CENTRO DE VISAO GENIVAL LUCENA
3344614,HOSPITAL GERAL DA VILA LUIZAO
3345327,KAISER CLINICA
3346072,HOSPITAL DE OLHOS DO VALE
3354423,HOSPITAL MUNICIPAL JOSE REZENDE DE BOM JESUS
3356868,HOSPITAL UNIMED CAXIAS DO SUL
3358860,HOSPITAL MUNICIPAL DR OTTO ALENCAR
3366529,HOSPITAL MUNICIPAL NOVA ALVORADA
3369293,HOSPITAL MEMORIAL ARCOVERDE LTDA
3371980,HOSPITAL VITA BATEL
3373517,CLINICA SAO JOSE
3374548,HOSPITAL DA POLICIA MILITAR
3374599,HOSPITAL SAO MARCOS
3378403,HOSPITAL DIA MUNICIPAL DA AIDS
3378691,HOSPITAL DA COMUNIDADE AHCROS CONSTANTINA
3384993,HOSPITAL MUNICIPAL DE GRANJEIRO
3385205,HOSPITAL DE PEQUENO PORTE DE ALVORADA
3386023,HOSPITAL BIBI MONTELO
3388301,COMPLEXO HOSPITALAR GENTIL FILHO
3388638,HOSPITAL ISMAEL QUEIROZ
3397874,HOSPITAL DO CORACAO ALAGOANO PROF ADIB JATENE
3405702,HOSPITAL SAO LUIZ
3407829,HOSPITAL MUNICIPAL FELINTO SILVEIRA MAIA
3426572,HOSPITAL E MATERNIDADE DR CARLOS CORREA
3432076,HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO AMAPA
3437523,HOSPITAL MUN N SENHORA DE LOURDES
3443043,PROCORDIS
3450198,VITORIA APART HOSPITAL S A
3452263,HOSPITAL MUNICIPAL SANTA RITA DE CASSIA
3461289,HOSPITAL MUNICIPAL VEREADOR JOSE SEVERINO DE AGUIAR
3470350,HOSPITAL MUNICIPAL DE ITAOCARA
3474518,MATERNIDADE NOSSA SENHORA DE FATIMA
3477304,INSTITUTO DO VER VITREO E RETINA
3477940,CLINICA DE OLHOS DE CTBA INST DE CORNEA E CATARATA S C LTDA
3485536,HOSPITAL MUNICIPAL LAUDELINO BUENO DA SILVA
3485552,MED CENTER CLIRCA
3488578,BIOCLINICA
3494179,HOSPITAL DR ALPHEU GONCALVES DE QUADROS
3499359,VISION CLINICA
3500594,APSAUDE
3500977,HOSPITAL DIA NOSSA SENHORA APARECIDA
3508196,CCO CLINICA E CIRURGIA DE OLHOS LTDA
3508528,HOSPITAL UNIVERSITARIO DE CANOAS
3513351,UNIDADE MISTA JOAO PAULO II
3515168,HOSPITAL REGIONAL DEOCLECIO MARQUES DE LUCENA
3528618,HOSPITAL UNIMED SUL
3529282,HOSPITAL MUNICIPAL DOMINGO MARCOLINO BRAILE FUNFARME
3530930,HOSPITAL UNIMED 914 SUL
3537943,HOSPITAL SANTA MONICA
3539113,HOSPITAL DE SAO ROQUE
3542440,INSTITUTO DE ONCOLOGIA LAGO SUL
3542998,ALCLIN ITAIGARA
3549097,HVM HOSPITAL DA VISAO DO MARANHAO
3558134,UNIDADE MISTA TEREZINHA MARIA DE JESUS
3559629,HOSPITAL REGIONAL DE PROPRIA
3563308,HOSPITAL CENTRAL DE BARREIRAS
3567486,SMS CASA DE PARTO DAVID CAPISTRANO FILHO AP 51
3567664,HOSPITAL ERNESTO DORNELLES
3569543,HOSPITAL MUNICIPAL DE MIRANDA RENATO ALBUQUERQUE FILHO
3574261,HOSPITAL MUNICIPAL ANDRE MAGGI COLNIZA
3575497,CLIVAN INSTITUTO DE OFTALMOLOGIA
3584968,HOSPITAL FRANCISCO LIMONGI
3587010,HOSPITAL MUNICIPAL ARNALDO CONEGLIAN
3588572,HOSPITAL E MATERNIDADE NOSSA SENHORA DA CONCEICAO
3597156,MADRECOR HOSPITAL
3626245,HOSPITAL DE PRONTO SOCORRO PREF DR MARCOS ANTONIO RONCHETTI
3647153,HOSPITAL DE OLHOS NORTE PIONEIRO
3649156,HOSPITAL DONA PAULINA DAMEN KOCKX
3650413,SEOPE 3
3654796,HOSPITAL MUNICIPAL DE PLACAS
3654826,HOSPITAL DE DOENCAS TROPICAIS DA UNIV FED DE TOCANTINS
3663051,HOSPITAL MUNICIPAL DE ARAGUAINA
3664155,PRONTO OLHOS
3665216,VISAO CLINICA
3667804,HOSPITAL MUNICIPAL SAO JOSE DE RIBAMAR
3668770,HOSPITAL MATERNO INFANTIL TIA DEDE
3675580,HOSPITAL DA LMECC
3681548,FUNDACAO ALTINO VENTURA
3698548,HOSPITAL REGIONAL DE BARBACENA DR JOSE AMERICO
3708608,UPA EUGENIO DE MELO
3708926,HOSPITAL MUNICIPAL DE NATAL
3722678,CEMUPE
3738698,HOSPITAL MUNICIPAL DR IVALDO MORAES
3745325,H ORT CLINICA ORTOPEDICA DE FEIRA DE SANTANA
3746410,HOSPITAL 2 DE JULHO
3753433,HOSPITAL LEONOR MENDES DE BARROS
3759148,HOSPITAL MUNICIPAL NOSSA SENHORA DOS MILAGRES
3761673,HOSPITAL MUNICIPAL NOSSA SENHORA DA SAUDE
3771962,HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA
3774554,HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT
3776107,CENTRO HOSPITALAR SANTA CRUZ LTDA
3784916,SES RJ HOSPITAL ESTADUAL PREF JOAO BAPTISTA CAFFARO
3791130,UNIDADE MEDICA INTEGRADA UMI CMH
3795292,HOSPITAL MUNICIPAL DR ABIUD PONCIANO DIAS
3797937,CLINICA PEDIATRICA NOSSA SENHORA DE FATIMA
3814378,CARDIO PULMONAR DA BAHIA
3819590,HOSPITAL SAO PAULO
3821978,MATERNIDADE REGIONAL DE CAMACARI
3825752,PRONTO SOCORRO PESTANA P S ANDRE SACCO
3827127,HOSPITAL MUNICIPAL TAVINA OLIVEIRA
3827836,UPA PINHEIRINHO
3827992,HOSPITAL DA BAHIA
3828107,PRONTO SOCORRO DR OSMAR MESQUITA
3836061,HOSPITAL REGIONAL DE SAO MATEUS DO MARANHAO
3838307,HOSPITAL NILTON LINS
3841375,HOSPITAL MUNICIPAL ZONA NORTE DR NESTOR PIVA
3851249,HOSPITAL MILITAR
3870197,ORTOFORT
3880966,HOSPITAL DAS CLINICAS DE BAURU HCB
3895343,ORIONOPOLIS PARANAENSE
3906787,HOSPITAL DE ILHEUS
3912140,HOSPITAL VITAL
3913163,HOSPITAL MUNICIPAL DE SANTO AMARO
3913899,HOSPITAL E MATERNIDADE SANTA RITA
3937127,CLINICA DR LISBOA
3940829,HOSPITAL MATERNO INFANTIL WILLIAN SAFATLE
3949621,HOSPITAL MUNICIPAL DR ALCIPIO DA SILVA OLIVEIRA JUNIOR
3953238,HOSPITAL SAO MATEUS
3956369,MATERNIDADE PROFESSOR JOSE MARIA DE MAGALHAES NETO
3958183,HOSPITAL ESTADUAL CREDEQ PROF JAMIL ISSY
3969800,INSTITUTO PRAXIS
3970442,HOSPITAL MATERNIDADE MAE ESPERANCA
3972925,HOSPITAL DO OESTE
3972976,HOSPITAL UNIMED
3980057,HOSPITAL SAO THIAGO LTDA
3983730,PROCAPE
3984338,HOSPITAL GERAL EL KADRI LTDA
3987884,HOSPITAL METROPOLITANO DE URGENCIA E EMERGENCIA
4001028,PRONTO ATENDIMENTO ANA ADELAIDE
4001303,HOSPITAL DE BASE PORTO VELHO
4001958,HOSPITAL ANTONIO LUIZ DE MACEDO NOVA MAMORE
4002385,UNIDADE MISTA DE SAUDE DE NOVO HORIOZONTE DO OESTE
4002547,UNIDADE MISTA DE SAUDE SANTA IZABEL
4002768,HOSPITAL DE PEQUENO PORTE JOSE BAIOCO
4003039,HOSPITAL MUNICIPAL DE MONTE NEGRO
4003241,UNIDADE MISTA MANOEL DE LARA
4003357,HOSPITAL DE PEQUENO PORTE DE THEOBROMA
4004787,HOSPITAL DE GUARNICAO DE SAO GABRIEL DA CACHOEIRA
4004876,HOSPITAL EPITACIO DE ANDRADE LUCENA
4005732,HOSPITAL MUNICIPAL SAO JOAQUIM
4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
4005775,HOSPITAL MARADEI
4006429,HOSPITAL DAS BEM AVENTURANCAS HBA
4007514,HOSPITAL MUNICIPAL DE GUIMARAES
4007905,CENTRO DE PARTO HUMANIZADO NAZIRA ASSUB
4008065,UMS DE AGRICOLANDIA
4008081,UNID MISTA SALOMAO CAETANO
4008154,UNID MISTA DE AROAZES
4008340,UMS DIRCEU ARCOVERDE
4008774,UMS PEDRO LOPES
4008847,UNID MISTA DE GILBUES
4009045,UMS DE JOAQUIM PIRES
4009150,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS
4009223,UMS DR HELVIDIO NUNES
4009444,MAT DR MARQUES BASTO E HOSP INF DR MIROCLES VERAS
4009622,HOSPITAL REGIONAL JUSTINO LUZ
4009819,UMS ANTONIO BATISTA
4010779,HOSP MATERN SANTA IZABEL ARACOIABA
4010825,HOSP MUNIC NOSSA SENHORA DAS DORES
4010868,HOSPITAL DO CORACAO DO CARIRI
4011457,HOSPITAL TASSO RIBEIRO JEREISSATI
4012526,HOSPITAL REGIONAL PROF DR GETULIO O SALES
4012976,HOSPITAL MARIA CARMELITA PESSOA
4013034,HOSPITAL MATERNIDADE DR PAULO DE SOUZA
4013484,HOSPITAL GISELDA TRIGUEIRO
4014111,HOSPITAL UNIVERSITARIO ANA BEZERRA
4014138,HOSPITAL MUNICIPAL ALUIZIO BEZERRA
4014219,UMS GERACINA MARIA DE OLIVEIRA
4014235,HOSPITAL MATERNIDADE BELARMINA MONTE
4014359,HOSPITAL MATERNIDADE MARIA VICENCIA DE SOUZA
4014367,FUNDACAO HOSPITALAR JOSE PEREGRINO
4014375,MATERNIDADE SANTA COSTA
4014596,UNIDADE MISTA MARIA APARECIDA FERREIRA DE MEDEIROS
4014715,HOSPITAL MATERNIDADE SANTA TEREZINHA
4018044,UNIDADE MISTA ARGEMIRO JOSE TORRES
4020014,HOSPITAL MEMORIAL DR JAIME JUSTINIANO DE SANTANA
4020197,HOSPITAL E MATERNIDADE DR ANTENOR SERPA
4020278,HOSPITAL JOSE ENOQUE DE BARROS
4020383,UNIDADE MISTA JOAQUIM PAULO VIEIRA MALTA
4020405,HOSPITAL GERAL DAGOBERTO OMENA HGDO
4020472,UNIDADE MISTA MARINA LAMENHA
4020510,HOSPITAL MUNICIPAL DE PORTO CALVO
4021185,HOSPITAL MUNICIPAL DRA MONALISA LOUZADA
4021231,HOSPITAL MUNICIPAL ANTONIO CARLOS MAGALHAES
4021460,HOSPITAL MUNICIPAL DE ANDARAI
4022068,CASA DE SAUDE SENHOR DO BONFIM
4022262,HOSPITAL MUNICIPAL DR MANOEL NOVAES
4022416,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO
4022718,HOSPITAL MUNICIPAL CARMELA DUTRA
4022750,HOSPITAL MUNICIPAL DE BOM JESUS DA SERRA
4022807,HOSPITAL MUNICIPAL DE BOQUIRA
4023463,HOSPITAL MUNICIPAL DRA JOSEFA MONTEIRO
4023536,HOSPITAL E MATERNIDADE JOAO DURVAL CARNEIRO
4023668,HOSPITAL NOSSA SENHORA DE LOURDES LTDA
4024087,SANTA CASA DE MISERICORDIA DE CANUDOS
4024222,HOSPITAL MUNICIPAL DE CARAVELAS
4024303,HOSPITAL MUNICIPAL DE CARINHANHA
4024370,HOSPITAL MUNICIPAL SAO SEBASTIAO
4025121,CASA DE SAUDE MARIA LAPA BITTENCOURT
4025148,HOSPITAL MUNICIPAL MILTON ROCHA SOUZA
4026233,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS
4026578,CLINICA SANTO ANTONIO
4026608,CLINICA SANTA HELENA
4026640,HOSPITAL MUNICIPAL DE IPIRA
4026675,HOSPITAL MUNICIPAL GUILHERMINO PEREIRA MACHADO
4026691,CLIMACA
4026756,HOSPITAL MUNICIPAL DE IRAMAIA
4026772,HOSPITAL AMERICO CHAGAS
4026896,HOSPITAL REGIONAL DR MARIO DOURADO SOBRINHO
4028155,HOSPITAL REGIONAL DE JUAZEIRO
4028414,MATERNIDADE MUNICIPAL DR GILENO DE SA OLIVEIRA
4028511,HOSPITAL DEPUTADO LUIS EDUARDO MAGALHAES
4028740,HOSPITAL MUNICIPAL DE MEDEIROS NETO
4028759,HOSPITAL MUNICIPAL MONSENHOR BERENGUER
4028856,HOSPITAL MATERNIDADE SAO FRANCISCO DE ASSIS
4029526,HOSPITAL JOSE AMERICO REZENDE
4029607,HOSPITAL AURELIO JUSTINIANO ROCHA
4029623,HOSPITAL MUNICIPAL ISMAEL DIAS TRINDADE
4029801,HOSPITAL PROFESSOR EDGAR SANTOS
4029844,HOSPITAL MUNICIPAL MARIA PEREIRA BARBOSA
4030230,CLINICA ANDRE LUIZ
4031415,CEDAP CENTRO EST ESPECIALIZADO EM DIAG ASSIST E PESQUISA
4032101,HOSPITAL SAO DOMINGOS
4032497,HOSPITAL MUN GILVAN WANDERLEY DE FARIAS
4032594,HOSPITAL MUNICIPAL CARLITO CARLOS DA CUNHA
4032691,HOSPITAL JONAS FERREIRA DA SILVA
4032829,HOSPITAL MUNICPAL LEONIDAS DE ARAUJO SILVA
4032837,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETTO
4033043,HOSPITAL MUNICIPAL WALDEMAR FERREIRA DE ARAUJO
4033116,CLINICA MARIA WALKIRIA
4033256,HOSPITAL MUNICIPAL JOAO FERREIRA DE SOUZA
4033418,HOSPITAL MUNICIPAL PADRE ANTONIO MANOEL DA ROCHA
4034236,HOSPITAL UNIVERSITARIO CIENCIAS MEDICAS
4041690,SANTA CASA DE MISER DE LIMA DUARTE
4042085,CASA DE CARIDADE DE MURIAE HOSPITAL SAO PAULO
4042107,HOSPITAL PRONTOCOR DE MURIAE
4044282,CASA DE SAUDE SANTA ROSA
4044916,HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MORAES HUCAM
4047613,PRONTO SOCORRO DA VILA DIRCE
4047966,HOSPITAL INFANTIL DE DIADEMA
4048660,UMS DE JUQUITIBA
4049020,SANTA CASA DE OURINHOS
4050665,PRONTO SOCORRO MUNICIPAL DE TAUBATE
4051165,ASSOCIACAO HOSPITALAR BENEFICENTE MOACIR MICHELETTO
4051181,HOSPITAL SAO LUCAS
4051203,HOSPITAL SANTA RITA
4051513,SANTA CASA DE CAMBARA
4051920,HOSPITAL SAO JOSE DE CARLOPOLIS
4052536,HOSPITAL ENTRE RIOS
4052617,HOSPITAL MUNICIPAL DE FIGUEIRA
4053214,FUNDACAO HOSPITALAR DE SAUDE MUNICIPAL DE IBAITI
4053885,INSTITUTO DE SAUDE CORA FUMAGALI
